Galaxy,n_points,n_valid_mond,acm_cpp,mond_cpp,delta_cpp_mond_minus_acm,T,D,e_D,f_D,Inc,e_Inc,L3.6,e_L3.6,Reff,SBeff,Rdisk,SBdisk,MHI,RHI,Vflat,e_Vflat,Qual,Ref,ba_obs,geometry_source,inc_true_deg,k_inc,velocity_shift_pct,correction_source_used,geometry_qc_flag,geometry_qc_reason,distance_edge_best_margin_shift,distance_edge_best_mode,distance_edge_flipped,best_ml_scale,ml_best_margin_shift,ml_flipped,distance_rel_err,distance_rel_err_pct,gas_to_light_proxy,gas_surface_proxy,pathology_group,n_rc_valid,gas_peak_radius_kpc,gas_peak_value,gas_outer_to_inner_ratio,gas_abs_slope_outer_mean,gas_abs_slope_outer_median,gas_abs_curvature_outer_mean,gas_abs_curvature_outer_median,vgas_high_freq_power_frac,vgas_smoothness_score
UGC11914,65,65,20.463098937697417,74.4789714897265,54.01587255202909,2,16.9,5.1,1,31.0,5.0,150.028,0.553,3.12,2425.66,2.44,3168.33,0.888,9.26,288.1,10.5,1,"No07,No05",0.8511380382023764,hyperleda_vizier,31.92190276823298,0.9740436331019626,-2.595636689803737,hyperleda_vizier,ok,,,,,,,,0.301775147928994,30.17751479289941,0.0059188951395739,0.1491534533727492,acm_better_102,65,8.6,973.44,32.033933512096006,5.407382306826117,5.487576386058919,36.06800450208096,20.438000018458936,0.0151254437984446,0.9848745562015552
NGC4068,6,6,4.203188591579112,55.50217535356173,51.29898676198262,10,4.37,0.22,2,44.0,6.0,0.236,0.005,1.11,30.26,0.59,261.11,0.154,3.18,0.0,0.0,2,Le14,0.5888436553555889,hyperleda_vizier,56.59021831818417,0.8321714868014748,-16.782851319852522,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.0503432494279176,5.034324942791762,0.652542372881356,0.4424016087331227,acm_better_102,6,2.33,394.4196,11.124719712923053,2.004767730360804,1.904200277721788,2.3255851162455388,2.418212858333728,0.0245943246043997,0.9754056753956004
NGC3992,9,9,2.4668503666874084,50.92913736221677,48.46228699552936,4,23.7,2.3,5,56.0,2.0,226.932,0.836,9.99,360.44,4.96,3257.09,16.599,32.75,241.0,5.2,1,"VS01,SV98",0.660693448007596,hyperleda_vizier,49.35733787077215,1.092583401911608,9.258340191160784,hyperleda_vizier,ok,,,,,,,,0.0970464135021097,9.70464135021097,0.0731452593728517,0.6747122138397502,acm_better_102,8,27.52,2736.3361000000004,1.468472345750956,0.4838666925347552,0.4964345746127705,2.0476285513775743,2.0176987413757086,0.0181489478517686,0.9818510521482314
NGC2366,26,26,7.036112674361866,52.42467759382853,45.38856491946667,10,3.27,0.16,2,68.0,5.0,0.236,0.005,1.08,31.98,0.65,113.98,0.647,6.94,50.2,3.2,3,Le14,0.3467368504525316,hyperleda_vizier,75.63235732836921,0.9571192401670326,-4.288075983296736,hyperleda_vizier,ok,,,,,,,,0.0489296636085626,4.892966360856269,2.7415254237288136,1.531360946745562,acm_better_102,24,5.35,712.3561000000001,2.5314347229185907,0.4363052159122497,0.3922748018659732,3.932058641518336,3.23826197935275,0.0283145489152886,0.9716854510847114
UGC05414,6,6,0.8381248288427904,45.13751164441626,44.29938681557347,10,9.4,2.82,1,55.0,3.0,1.123,0.028,2.33,32.87,1.47,127.3,0.574,6.65,0.0,0.0,1,"Sw09,Sw02",0.6760829753919817,hyperleda_vizier,49.55156076114391,1.0764293059163688,7.642930591636876,hyperleda_vizier,ok,,,,,,,,0.3,30.0,0.5111308993766696,0.2656300615484289,acm_better_102,6,4.11,546.1569000000001,3.493583960009785,0.7960311004993322,0.7518079993472544,0.6899666992909755,0.3150616363606162,0.0318673228577622,0.9681326771422376
NGC4100,24,24,2.8413889441857467,46.27612678583899,43.434737841653245,4,18.0,2.5,4,73.0,2.0,59.394,0.328,4.93,388.0,2.15,8970.78,3.102,18.06,158.2,5.0,1,"VS01,SV98",0.2951209226666385,hyperleda_vizier,74.97414831901823,0.9901593439892392,-0.9840656010760784,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0522274977270431,0.6710654407787994,acm_better_102,24,17.42,1513.2099999999998,2.8113224863042605,1.4694720970047663,1.6221406305912751,6.5446838107732335,3.957807182666957,0.0222783219481045,0.9777216780518956
DDO168,10,10,6.808910412635636,50.14412178154392,43.33521136890828,10,4.25,0.21,2,63.0,6.0,0.191,0.005,1.29,18.23,1.02,92.22,0.413,4.3,53.4,1.9,2,"Sa96,Br92",0.3981071705534972,hyperleda_vizier,71.33815168579285,0.940452155078178,-5.954784492182208,hyperleda_vizier,ok,,,,,,,,0.0494117647058823,4.941176470588235,2.162303664921466,0.3969627066512879,acm_better_102,10,2.89,526.7025,1.4964112943154624,0.0623858982832914,0.0067725718793454,0.5501564478180929,0.2620499952876586,0.0468107335209454,0.9531892664790546
NGC2683,11,11,7.119464567887453,48.01417292826045,40.894708360373,3,9.81,0.49,2,80.0,5.0,80.415,0.222,3.34,1139.8,2.18,10205.4,1.406,13.79,154.0,8.1,2,"Sa96,Br92",0.2951209226666385,hyperleda_vizier,74.2413870735799,1.0232678676921465,2.3267867692146504,hyperleda_vizier,ok,,,,,,,,0.0499490316004077,4.994903160040774,0.0174843001927501,0.2958505176331958,acm_better_102,11,14.43,665.64,0.8952713863629764,1.302936847940991,1.2382977988156014,2.001262771231456,0.938734009853623,0.0133867700855182,0.9866132299144816
NGC0289,28,28,18.64856081258222,59.0549574028833,40.406396590301085,4,20.8,5.2,1,46.0,5.0,72.065,0.465,2.69,1587.93,6.74,69.96,27.469,49.51,163.0,8.0,2,Wa97,0.7413102413009175,hyperleda_vizier,42.72125057935084,1.0602972602098102,6.029726020981019,hyperleda_vizier,ok,,,,,,,,0.25,25.0,0.381169777284396,0.6046764522008646,acm_better_102,28,40.81,4715.5689,4.08361762759198,1.0298740533025783,0.954037371274655,4.013247079299782,3.005246689699818,0.0155638244606789,0.9844361755393212
UGC04305,22,22,66.49802861933316,107.45252476066722,40.95449614133406,10,3.45,0.17,2,40.0,10.0,0.736,0.007,1.23,76.71,1.16,88.07,0.69,7.41,34.5,2.7,3,"Sw09,Sw02",0.72443596007499,hyperleda_vizier,45.39375142343099,0.9028556663318836,-9.714433366811647,hyperleda_vizier,ok,,,,,,,,0.0492753623188405,4.9275362318840585,0.9375,0.512782401902497,acm_better_102,20,5.52,745.2900000000001,5.880218760063144,1.1547316156815417,0.8550227976621478,4.832653293714624,3.715279375792666,0.0194245608634834,0.9805754391365166
NGC3949,7,7,34.504170867023,72.50317970294621,37.99900883592321,4,18.0,2.5,4,55.0,2.0,38.067,0.28,2.39,1058.84,3.59,185.71,3.371,13.72,163.0,7.1,2,"VS01,SV98",0.5888436553555889,hyperleda_vizier,54.7857457782678,1.002632281517208,0.2632281517207957,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0885543909422859,0.2615591126698272,acm_better_102,7,7.07,2166.9025,3.3673563563275994,1.630276727612508,1.5420236411934831,1.6869739964014776,1.144701447578726,0.0287896361506103,0.9712103638493896
NGC3917,17,17,9.28164101819714,45.43620607387306,36.15456505567592,6,18.0,2.5,4,79.0,2.0,21.966,0.202,5.56,112.94,2.63,1226.96,1.888,14.08,135.9,4.1,1,"VS01,SV98",0.2238721138568339,hyperleda_vizier,83.8815823000052,0.9872508265390186,-1.274917346098137,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0859510152053173,0.2729546473131027,acm_better_102,14,12.19,1080.4369,3.645919697478053,1.1157294015049068,0.5363296876936801,9.140964150896556,10.323679605269954,0.0188355462143885,0.9811644537856116
NGC4010,12,12,4.2101331520968825,39.719130223669744,35.508997071572864,7,18.0,2.5,4,89.0,1.0,17.193,0.19,6.63,14.75,2.81,2611.14,2.832,17.59,125.8,4.7,2,"VS01,SV98",0.2137962089502232,hyperleda_vizier,90.0,0.9998476951563912,-0.015230484360873,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.1647181992671436,0.3586580717062853,acm_better_102,11,8.72,1334.4409,3.01999203014827,1.4251727981682898,1.54663521176171,5.865653108828969,5.273160937063934,0.0290074077401312,0.9709925922598688
UGC07323,10,10,2.4851261849276223,37.74794744035627,35.26282125542865,8,8.0,2.4,1,47.0,3.0,4.109,0.042,3.26,61.49,2.26,283.68,0.722,7.14,0.0,0.0,1,"Sw09,Sw02",0.72443596007499,hyperleda_vizier,45.39375142343099,1.0272550740697537,2.725507406975347,hyperleda_vizier,ok,,,,,,,,0.3,30.0,0.1757118520321246,0.1413579763489701,acm_better_102,8,5.82,824.8384,8.3991233196377,2.313429217883912,2.056029001518773,6.313937106350791,5.887012081557308,0.022165843715132,0.977834156284868
UGC04499,9,9,2.7849635075512493,37.01519472890872,34.23023122135747,8,12.5,3.75,1,50.0,3.0,1.552,0.043,2.69,33.79,1.73,127.3,1.1,8.67,72.8,2.4,1,"Sw09,Sw02",0.5248074602497725,hyperleda_vizier,61.53846266987469,0.8713593461330087,-12.864065386699131,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.3,30.0,0.7087628865979382,0.3675365030572354,acm_better_102,8,8.18,1040.7076,2.514450729099544,0.7352469397355363,0.7245820600042112,1.3409877201471685,1.0750823181985474,0.03573630953212,0.96426369046788
UGC07151,11,11,5.936918752633065,39.464283780058246,33.52736502742518,6,6.87,0.34,2,90.0,3.0,2.284,0.025,2.17,76.71,1.25,965.67,0.616,6.39,73.5,2.8,1,"Sw09,Sw02",0.2041737944669529,hyperleda_vizier,87.08608258496555,1.001294635456847,0.1294635456847048,hyperleda_vizier,ok,,,,,,,,0.049490538573508,4.9490538573508,0.2697022767075306,0.39424,acm_better_102,8,5.5,800.89,2.571992098656702,1.2406170718991991,1.4232345718293438,5.488707750077849,6.572955497284145,0.0383808995080646,0.9616191004919352
NGC3769,12,12,7.017896926975734,40.48063435313763,33.462737426161894,3,18.0,2.5,4,70.0,2.0,18.679,0.189,2.18,626.37,3.38,160.26,5.529,22.57,118.6,8.4,2,"VS01,SV98",0.3235936569296282,hyperleda_vizier,72.37965269669854,0.9859502227425234,-1.404977725747658,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.2960008565769045,0.4839641469136235,acm_better_102,12,8.72,1366.0416,1.2568911867926462,0.5264970049291589,0.6091914698218535,0.8801809703237747,0.7758181234830457,0.0489802009747428,0.9510197990252572
UGC06614,13,13,8.90566237838114,40.032069889988215,31.12640751160708,1,88.7,8.87,1,36.0,10.0,124.35,2.52,3.68,1461.61,5.1,540.54,21.888,60.63,199.8,16.0,1,"dB01,VH93",0.8912509381337456,hyperleda_vizier,27.18154744889156,1.2867130181408493,28.671301814084927,hyperleda_vizier,review,large_velocity_shift;faceon_sensitive,,,,,,,0.0999999999999999,10.0,0.1760193003618818,0.8415224913494811,acm_better_102,6,64.59,3756.4641,4.130602905411246,2.025387263197361,1.98835823707574,3.559487835181136,3.9137191597202654,0.025422261319851,0.974577738680149
UGC07089,12,12,4.334781393946477,34.79714087407983,30.46235948013335,8,18.0,2.5,4,80.0,3.0,3.585,0.089,3.9,37.4,2.26,520.99,1.214,9.29,0.0,0.0,2,"VS01,SV98",0.2187761623949552,hyperleda_vizier,90.0,0.984807753012208,-1.519224698779198,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.3386331938633193,0.2376850184039471,acm_better_102,12,8.72,696.9599999999999,3.7045023580371423,0.9866453876579554,1.2158998457023549,4.018297077354908,4.167674668620968,0.0289354540647294,0.9710645459352706
UGC11557,12,12,25.356703503521945,54.507328944328485,29.15062544080654,8,24.2,6.05,1,30.0,10.0,12.101,0.212,4.18,106.86,2.75,337.93,2.605,16.66,0.0,0.0,2,"Sw02,dB01",0.831763771102671,hyperleda_vizier,34.983151548424075,0.8720896805301218,-12.791031946987818,hyperleda_vizier,review,large_velocity_shift;faceon_sensitive,,,,,,,0.25,25.0,0.2152714651681679,0.3444628099173554,acm_better_102,10,8.8,1256.7025,15.106301576286985,2.198512256540984,2.370107646202248,5.660669412174125,6.035938894932848,0.0147874340520831,0.9852125659479168
NGC3893,10,10,14.71709310255267,43.68084697395192,28.963753871399245,5,18.0,2.5,4,49.0,2.0,58.525,0.377,2.43,1573.37,2.38,2055.09,5.799,20.84,174.0,8.9,1,"VS01,SV98",0.5248074602497725,hyperleda_vizier,59.77994398507311,0.8734067141827607,-12.659328581723928,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.1388888888888889,13.88888888888889,0.0990858607432721,1.0237624461549326,acm_better_102,10,8.81,2330.9584,1.745159358721405,0.3591489850120478,0.3593537773011519,2.0838417379361345,2.451824308360443,0.0169305140025721,0.9830694859974278
NGC2976,27,27,6.290233178306884,33.52559498053629,27.23536180222941,5,3.58,0.18,2,61.0,10.0,3.371,0.019,1.31,308.2,1.01,1502.55,0.172,3.04,85.4,3.3,2,Si03,0.5128613839913648,hyperleda_vizier,60.62860975105518,1.0036271128738223,0.3627112873822335,hyperleda_vizier,ok,,,,,,,,0.0502793296089385,5.027932960893854,0.0510234351824384,0.1686109204979903,acm_better_102,27,1.74,909.0225,15.070494284783594,3.014583293642939,3.6197961227039777,8.94115051050151,6.369629365782419,0.0174303450590012,0.9825696549409988
D631-7,16,16,22.487851886984732,49.50675400345683,27.01890211647209,10,7.72,0.18,2,59.0,3.0,0.196,0.009,1.22,20.93,0.7,115.04,0.29,0.0,57.7,2.7,1,"Tr09,dB01",,hyperleda_not_found,62.28582314386008,0.9682458365518544,-3.1754163448145745,catalog_inclination_proxy,missing,missing_ba_obs,,,,,,,0.0233160621761658,2.33160621761658,1.4795918367346936,0.5918367346938775,acm_better_102,16,3.14,429.7329,1.075465899851413,0.7608392510116115,0.8007535500182037,1.2800205881513356,1.3583473362003204,0.0246698173623373,0.9753301826376626
UGC08699,41,41,25.754130961147816,50.668099876665,24.91396891551718,2,39.3,9.82,1,73.0,9.0,50.302,0.695,1.91,2191.95,3.09,1370.35,3.738,19.05,182.4,6.9,2,"No07,No05",0.309029543251359,hyperleda_vizier,73.33040823124341,0.9982566212439956,-0.1743378756004276,hyperleda_vizier,ok,,,,,,,,0.2498727735368957,24.987277353689567,0.0743111605900361,0.391491500926886,acm_better_102,41,15.21,1530.3743999999997,6.2773033155873215,1.586958272940122,1.935102970804877,3.226024250106331,3.0163308577235584,0.0202136533797755,0.9797863466202243
UGC06628,7,7,6.762194018722909,29.89806252878264,23.13586851005973,9,15.1,4.53,1,20.0,10.0,3.739,0.076,4.14,34.74,2.82,103.0,1.5,10.47,41.8,6.4,2,"Sw09,Sw02",0.8912509381337456,hyperleda_vizier,27.92942492776477,0.7302137139091887,-26.97862860908113,hyperleda_vizier,review,large_velocity_shift;faceon_sensitive,,,,,,,0.3,30.000000000000004,0.4011767852366943,0.1886223027010714,acm_better_102,6,7.69,985.3321,4.743091866857372,2.517970643839207,2.6265362312169414,0.9266016046188786,0.8469321873899194,0.0317026492757429,0.968297350724257
PGC51017,6,6,170.51979730569954,192.47491829971136,21.95512099401182,11,13.6,1.4,2,66.0,3.0,0.155,0.014,1.28,15.03,0.53,93.94,0.201,4.29,18.6,1.3,3,Le14,0.2570395782768864,hyperleda_vizier,86.46241231874654,0.9152895106493004,-8.47104893506997,hyperleda_vizier,review,large_inclination_delta,,,,,,,0.1029411764705882,10.294117647058822,1.2967741935483872,0.7155571377714488,acm_better_102,6,3.63,201.64,1.8403063290828527,0.4900583171462081,0.5259572486825999,0.6325186131057602,0.6310517648241192,0.0422738517378617,0.9577261482621384
UGC07559,7,7,1.521834615619462,20.873462995660542,19.35162838004108,10,4.97,0.25,2,61.0,3.0,0.109,0.004,0.98,17.9,0.58,55.06,0.169,3.76,0.0,0.0,2,"Sw09,Sw02",0.6165950018614822,hyperleda_vizier,54.399906971953726,1.075660933692351,7.566093369235105,hyperleda_vizier,ok,,,,,,,,0.0503018108651911,5.030181086519115,1.5504587155963303,0.5023781212841856,acm_better_102,7,2.53,270.6025,3.579335593884171,1.859630105845118,1.9042971735875616,1.1534632483381708,1.1342153414917535,0.0323063787538649,0.967693621246135
ESO079-G014,15,15,38.84281605452723,57.423002078333255,18.58018602380602,4,28.7,7.17,1,79.0,5.0,51.733,0.524,7.23,157.34,5.08,2295.25,3.14,17.67,175.0,3.5,1,Ge04,0.1412537544622754,hyperleda_vizier,90.0,0.981627183447664,-1.8372816552336024,hyperleda_vizier,review,large_inclination_delta,,,,,,,0.2498257839721254,24.982578397212546,0.0606962673728567,0.1216752433504867,acm_better_102,15,16.67,1639.4401000000005,12.943244573133171,2.45323473952414,2.698917823721386,6.165829501639399,5.629901601979194,0.0228644613037401,0.9771355386962598
UGC06818,8,8,6.263508970143146,25.05685722347906,18.793348253335918,9,18.0,2.5,4,75.0,3.0,1.588,0.057,2.12,56.08,1.39,286.31,1.079,6.96,71.2,4.0,2,"VS01,SV98",0.3548133892335754,hyperleda_vizier,74.92780295381426,1.0003385447714148,0.0338544771414817,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.6794710327455918,0.5584597070545003,acm_better_102,8,6.98,437.2281,6.90089297017369,1.7479916068058667,1.706979484022348,2.5540757792776128,2.6327468184604306,0.0216807805257255,0.9783192194742744
UGC04483,8,8,1.8075769051694488,19.77300111623549,17.965424211066043,10,3.34,0.31,2,58.0,3.0,0.013,0.001,0.26,29.71,0.18,82.57,0.032,1.46,0.0,0.0,2,"Le14,Le12",0.5754399373371569,hyperleda_vizier,57.636135586415485,1.00400442531952,0.4004425319519944,hyperleda_vizier,ok,,,,,,,,0.092814371257485,9.281437125748504,2.4615384615384617,0.9876543209876544,acm_better_102,8,1.21,152.7696,3.294774812571265,0.6197085473535386,0.5955289773409742,0.7239706668688018,0.6184229768562037,0.028792195409202,0.971207804590798
F563-V1,6,6,32.71707229180211,50.59150623014846,17.87443393834635,10,54.0,10.8,1,60.0,10.0,1.54,0.165,5.01,9.75,3.79,40.63,0.61,6.83,0.0,0.0,3,"dB97,dB96",,hyperleda_not_found,63.43494882292201,0.968245836551854,-3.1754163448145856,catalog_inclination_proxy,missing,missing_ba_obs,,,,,,,0.2,20.0,0.396103896103896,0.0424669836606539,acm_better_102,6,7.87,406.8289000000001,3.3445826328256043,1.0165135631050408,0.9871182354510566,0.5459773313441504,0.4660070080782699,0.0294959092926609,0.970504090707339
NGC3521,41,41,29.136049365238915,46.9915104736453,17.855461108406384,4,7.7,2.3,1,75.0,5.0,84.836,0.156,2.45,2232.7,2.4,2112.66,4.154,18.85,213.7,15.9,1,"Da06,Sa96",0.4786300923226383,hyperleda_vizier,62.56410006388733,1.0883341868926857,8.833418689268546,hyperleda_vizier,review,large_inclination_delta,,,,,,,0.2987012987012987,29.87012987012987,0.0489650620019802,0.7211805555555556,acm_better_102,23,13.32,2111.4025,3.9873615366438657,1.2100582046951434,1.11918400373631,6.806333216060832,5.859572793891301,0.0350685406761811,0.9649314593238189
UGCA281,7,7,2.784157372851863,20.378348121493477,17.594190748641612,11,5.68,0.28,2,67.0,3.0,0.194,0.007,1.57,12.5,1.72,12.05,0.062,1.83,0.0,0.0,3,Le14,0.7413102413009175,hyperleda_vizier,43.88186026320149,1.327957040820584,32.795704082058386,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.0492957746478873,4.929577464788733,0.3195876288659793,0.0209572742022715,acm_better_102,7,1.08,100.2001,2.7056362905197084,0.6924256348688285,0.6900732852620868,1.436504875397148,1.5443892389550364,0.0278667364473232,0.9721332635526768
NGC0100,21,21,0.525614178998606,16.394877418178446,15.86926323917984,6,13.5,4.05,1,89.0,1.0,3.232,0.063,2.81,64.99,1.66,1193.52,1.99,16.36,88.1,6.4,1,"dB02,Rh96",0.1288249551693134,hyperleda_vizier,90.0,0.9998476951563912,-0.015230484360873,hyperleda_vizier,ok,,,,,,,,0.3,30.0,0.6157178217821782,0.7221657715198142,acm_better_102,16,9.62,467.8569,2.310842763630919,1.5341848569919565,1.4892189145123318,4.828044695357287,4.962448810237004,0.0493518064879457,0.9506481935120544
UGC06923,6,6,1.5208597579221417,17.37497169793386,15.854111940011716,10,18.0,2.5,4,65.0,2.0,2.89,0.077,1.66,166.28,1.44,347.4,0.809,6.75,79.6,2.5,2,"VS01,SV98",0.6025595860743578,hyperleda_vizier,55.51224065271693,1.0995582547220129,9.955825472201283,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.2799307958477509,0.3901427469135803,acm_better_102,6,5.16,949.8724,2.820931100237979,1.2253490439537542,1.2229844113763404,0.1972415105747607,0.2644006676903787,0.0306110100195428,0.9693889899804572
NGC3972,10,10,4.586854283955654,19.976408399880512,15.389554115924858,4,18.0,2.5,4,77.0,1.0,14.353,0.172,3.73,164.75,2.18,1587.93,1.214,10.05,132.7,2.9,1,"VS01,SV98",0.2691534803926916,hyperleda_vizier,76.78749975502234,1.000863871993519,0.0863871993519005,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0845816205671288,0.2554498779564009,acm_better_102,9,7.85,936.36,3.741838038452178,1.3721918243878937,1.6678432762007205,5.232156902240229,7.121125083569107,0.0243224317723384,0.9756775682276616
NGC4183,23,23,8.26593854448721,21.207255449998268,12.94131690551106,6,18.0,2.5,4,82.0,2.0,10.838,0.15,4.47,86.46,2.79,1098.58,3.506,16.07,110.6,5.4,1,"VS01,SV98",0.1445439770745927,hyperleda_vizier,90.0,0.9902680687415704,-0.9731931258429638,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.3234914190810112,0.4504053133952543,acm_better_102,23,11.35,1748.0761000000002,2.259300477948219,0.7062983475342034,0.7722350267354763,7.509539448494622,7.89708030097345,0.0231644302004973,0.9768355697995028
NGC4138,7,7,2.679717883466727,13.191304074237149,10.51158619077042,0,18.0,2.5,4,53.0,3.0,44.111,0.284,1.91,1909.11,1.51,3952.12,1.483,18.58,147.3,5.9,2,"VS01,SV98",0.5623413251903491,hyperleda_vizier,56.40028711249799,0.9588335752570736,-4.116642474292642,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0336197320396273,0.6504100697337837,acm_better_102,7,7.85,546.6243999999999,1.3499294315336912,0.4977116190612456,0.4873223845655464,1.961354926119106,1.9577363615725936,0.0494695188433068,0.9505304811566933
UGC07690,7,7,1.7120831023502003,12.219893083662049,10.507809981311846,10,8.11,2.43,1,41.0,5.0,0.858,0.018,0.86,184.01,0.57,395.21,0.39,5.5,57.4,3.2,2,"Sw09,Sw02",0.8912509381337456,hyperleda_vizier,27.92942492776477,1.4006873847972583,40.06873847972583,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.2996300863131936,29.963008631319365,0.4545454545454546,1.2003693444136658,acm_better_102,7,4.13,501.3121,2.3182247304225974,0.5730658557224189,0.5090284089473762,1.2976225107089576,1.3444903903478391,0.0308080051172742,0.9691919948827256
F583-4,12,12,3.460344092433843,12.701985975878763,9.241641883444922,5,53.3,10.7,1,55.0,10.0,1.715,0.185,3.31,24.94,1.93,83.34,0.641,7.8,0.0,0.0,1,"KN08,dB96",,hyperleda_not_found,56.25773375878276,0.985096949543546,-1.4903050456453903,catalog_inclination_proxy,missing,missing_ba_obs,,,,,,,0.2007504690431519,20.0750469043152,0.3737609329446064,0.1720851566485006,acm_better_102,12,7.29,235.0089,4.929073645075117,2.0691064806490838,2.021900269562768,1.4935138354575346,1.0823355301449955,0.0321516253959704,0.9678483746040296
UGC02885,19,19,16.353401958687098,25.43870165926805,9.085299700580954,5,80.6,8.06,1,64.0,4.0,403.525,4.088,12.2,421.53,11.4,470.79,40.075,74.24,289.5,12.0,1,"Sa96,RA85",0.4897788193684462,hyperleda_vizier,62.25600914253179,1.0155446480429895,1.5544648042989715,hyperleda_vizier,ok,,,,,,,,0.1,10.000000000000002,0.0993123102657828,0.3083641120344721,acm_better_102,14,74.07,7440.787600000001,2.428722132853021,0.9902233159683694,0.680304416089939,8.301761011714339,7.453223692382686,0.016555821246422,0.983444178753578
NGC7793,46,46,4.723518651479604,13.41223071533332,8.688712063853718,7,3.61,0.18,2,47.0,9.0,7.05,0.026,2.19,233.79,1.21,1068.64,0.861,7.35,0.0,0.0,1,"Di08,Sa96,CP90",0.6025595860743578,hyperleda_vizier,54.97307365614611,0.8931120047438739,-10.688799525612612,hyperleda_vizier,review,large_velocity_shift,,,,,,,0.0498614958448753,4.986149584487535,0.122127659574468,0.5880745850693259,acm_better_102,46,6.3,1207.5625,72.3768002826011,1.797999656260302,1.590341535542119,5.344034589499284,3.8853715383083576,0.0155457175778271,0.9844542824221728
UGC07866,7,7,1.343988417059153,9.471814199129932,8.12782578207078,10,4.57,0.23,2,44.0,5.0,0.124,0.004,0.95,21.92,0.61,97.46,0.118,3.3,0.0,0.0,2,"Sw09,Sw02",0.7943282347242815,hyperleda_vizier,38.85942296267323,1.1071810094553889,10.71810094553889,hyperleda_vizier,review,large_velocity_shift,,,,,,,0.0503282275711159,5.032822757111597,0.9516129032258064,0.3171190540177371,acm_better_102,7,2.32,205.6356,4.574170683060172,1.7303282678495715,1.7745552667093063,3.709264311200755,4.0558954238790985,0.0182934289406455,0.9817065710593544
UGC06930,10,10,7.65198403871184,15.585615598624385,7.933631559912543,7,18.0,2.5,4,32.0,5.0,8.932,0.14,4.38,73.93,3.94,189.16,3.237,16.76,107.2,5.1,1,"VS01,SV98",0.8709635899560807,hyperleda_vizier,30.2755184755589,1.0510962178294154,5.109621782941543,hyperleda_vizier,review,faceon_sensitive,,,,,,,0.1388888888888889,13.88888888888889,0.3624048365427675,0.2085212193048004,acm_better_102,9,13.94,1812.2049,2.5441229707430435,0.9406453527252256,0.7387388863588221,3.5928775259823404,2.1782439511718312,0.0212957335873295,0.9787042664126704
NGC5005,18,18,14.853430175966148,22.507271138564768,7.65384096259862,4,16.9,1.5,5,68.0,2.0,178.72,0.494,3.97,1789.91,9.45,96.57,1.28,10.41,262.2,20.7,1,Ri15,0.3801893963205612,hyperleda_vizier,69.21631902672088,0.9917181474492052,-0.8281852550794833,hyperleda_vizier,ok,,,,,,,,0.0887573964497041,8.875739644970416,0.0071620411817367,0.0143333053385963,acm_better_102,18,0.98,5715.359999999999,0.7229496159095615,0.6695608428660117,0.687355671800276,3.1155424434523638,2.241206449203006,0.0082236588599921,0.991776341140008
F571-8,13,13,69.4973603090883,75.7360486670339,6.238688357945605,5,53.3,10.7,1,85.0,5.0,10.164,0.412,1.4,825.71,3.56,87.26,1.782,24.55,139.7,4.3,1,"dB01,dB96",,hyperleda_not_found,90.0,0.9961946980917455,-0.3805301908254455,catalog_inclination_proxy,missing,missing_ba_obs,,,,,,,0.2007504690431519,20.0750469043152,0.1753246753246753,0.1406072465597778,acm_better_102,13,11.1,139.24,3.289508626849756,0.7240217678302155,0.93494348625293,0.9472681086841196,1.0015464354786192,0.0324325458917305,0.9675674541082696
UGC06917,11,11,8.932303655566544,14.822129775404957,5.8898261198384105,9,18.0,2.5,4,56.0,2.0,6.832,0.12,4.52,53.07,2.76,261.11,2.023,12.67,108.7,3.5,1,"VS01,SV98",0.5888436553555889,hyperleda_vizier,56.59021831818417,0.993152114342998,-0.6847885657002117,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.2961065573770492,0.2655692081495485,acm_better_102,9,10.47,1358.6596,2.8595193745480967,2.1300565349981704,2.1666763456167857,3.5222112970769004,4.002413049700031,0.0260048176232342,0.9739951823767656
